Model,VIN (1-10),County,City,2020 GEOID,State,Vehicle Location
MODEL Y,7SAYGDED0T,Snohomish,Lake Stevens,53061052506,WA,POINT (-122.06402 48.01497)
MODEL Y,7SAYGDEE7P,King,Bellevue,53033024701,WA,POINT (-122.12096 47.55584)
NX,JTJHKCFZ5T,King,Auburn,53033029602,WA,POINT (-122.18263 47.31825)
MODEL Y,7SAYGAEE6T,Snohomish,Lake Stevens,53061052605,WA,POINT (-122.06402 48.01497)
Q5 E,WA1E2AFY2R,King,Seattle,53033006500,WA,POINT (-122.32427 47.63433)
MODEL Y,7SAYGDEE5T,Clark,Vancouver,53011040709,WA,POINT (-122.57722 45.64251)
ARIYA MPV,JN8CF0BF5S,King,Bellevue,53033023500,WA,POINT (-122.1621 47.64441)
PACIFICA,2C4RC1N74L,King,Seattle,53033001600,WA,POINT (-122.37238 47.74068)
CLARITY,JHMZC5F13J,King,Kirkland,53033022401,WA,POINT (-122.2066 47.67887)
MODEL Y,7SAYGDEEXP,Thurston,Yelm,53067012412,WA,POINT (-122.60735 46.94239)
R1S,7PDSGFBAXT,King,North Bend,53033032704,WA,POINT (-121.7831 47.49348)
MODEL 3,5YJ3E1EA9P,Kitsap,Poulsbo,53035091100,WA,POINT (-122.64681 47.73689)
F-150,1FTVW1EVXP,King,Sammamish,53033032318,WA,POINT (-122.02054 47.60326)
BOLT EV,1G1FY6S04M,Thurston,Olympia,53067010100,WA,POINT (-122.89165 47.03954)
R1S,7PDSGBBA8P,King,Redmond,53033032321,WA,POINT (-122.13158 47.67858)
VOLT,1G1RC6S54H,King,Kirkland,53033022603,WA,POINT (-122.2066 47.67887)
EX90,7JDE23VL2S,King,Redmond,53033022803,WA,POINT (-122.13158 47.67858)
BOLT EV,1G1FX6S05P,Jefferson,Port Ludlow,53031950301,WA,POINT (-122.68475 47.92989)
GLE-CLASS,4JGDA6DB9H,King,Seattle,53033000101,WA,POINT (-122.30253 47.72656)
CLARITY,JHMZC5F37L,King,Bothell,53033022001,WA,POINT (-122.20563 47.76144)
MODEL X,7SAXCBE54P,King,Kent,53033029702,WA,POINT (-122.19976 47.37483)
PRIUS PRIME (PHEV),JTDACACU6R,Clark,Vancouver,53011041208,WA,POINT (-122.59219 45.62158)
BOLT EUV,1G1FY6S09P,King,Seattle,53033004500,WA,POINT (-122.31307 47.66127)
MODEL Y,7SAYGDED2R,King,Renton,53033025201,WA,POINT (-122.18839 47.51197)
FUSION,3FA6P0SU1G,Clark,Vancouver,53011040803,WA,POINT (-122.62731 45.71668)
MODEL S,5YJSA1H24F,King,Seattle,53033004702,WA,POINT (-122.38591 47.67597)
MODEL Y,7SAYGDEE4T,Clark,Vancouver,53011040803,WA,POINT (-122.62731 45.71668)
ID.4,WVGRMPE28N,King,Shoreline,53033020302,WA,POINT (-122.33364 47.73709)
MODEL 3,5YJ3E1EAXS,King,Bellevue,53033023806,WA,POINT (-122.1872 47.61001)
X5,5UX43EU00T,King,Issaquah,53033025006,WA,POINT (-122.03439 47.5301)
MODEL Y,7SAYGDEE0T,Clark,Vancouver,53011041335,WA,POINT (-122.55149 45.69345)
Q5 E,WA1E2AFY2M,King,Seattle,53033007800,WA,POINT (-122.31009 47.60803)
FUSION,3FA6P0SU6G,Clark,Vancouver,53011041325,WA,POINT (-122.49212 45.60365)
MODEL Y,7SAYGDEE5R,Clark,Vancouver,53011040709,WA,POINT (-122.57722 45.64251)
ID.4,1V2WSPE81S,King,Seattle,53033007503,WA,POINT (-122.31009 47.60803)
NX,JTJKKCFZ5N,King,Renton,53033025804,WA,POINT (-122.08747 47.4466)
MODEL Y,7SAYGDED6S,Cowlitz,Silverlake,53015001800,WA,POINT (-122.8112 46.29694)
LEAF,1N4AZ0CP3D,King,Seattle,53033006900,WA,POINT (-122.36381 47.63046)
MODEL Y,7SAYGDEE2T,Snohomish,Arlington,53061053507,WA,POINT (-122.1264 48.19471)
MODEL 3,5YJ3E1EB2M,Kitsap,Silverdale,53035091205,WA,POINT (-122.69275 47.65171)
MODEL 3,5YJ3E1EA1M,King,Renton,53033025805,WA,POINT (-122.19488 47.44034)
MODEL Y,5YJYGDEE5M,King,Redmond,53033032321,WA,POINT (-122.13158 47.67858)
MODEL Y,7SAYGDEE4P,King,Sammamish,53033032224,WA,POINT (-122.03539 47.61344)
MODEL Y,7SAYGDEE7N,King,Sammamish,53033032217,WA,POINT (-122.03539 47.61344)
330E,WBA8E1C52J,King,Renton,53033025304,WA,POINT (-122.18839 47.51197)
EQUINOX,3GN7DNRP6R,King,Renton,53033025804,WA,POINT (-122.08747 47.4466)
MODEL 3,5YJ3E1EA2R,King,Covington,53033031705,WA,POINT (-122.10798 47.37124)
R1S,7PDSGABA5P,Kitsap,Port Orchard,53035092300,WA,POINT (-122.63848 47.5414)
MODEL 3,5YJ3E1EA8P,King,Kirkland,53033022401,WA,POINT (-122.2066 47.67887)
I4,WBY33AW02R,King,Kirkland,53033022702,WA,POINT (-122.2066 47.67887)
MODEL 3,5YJ3E1EA0K,King,Lake Forest Park,53033021400,WA,POINT (-122.30304 47.75494)
500,3C3CFFGEXF,King,Seattle,53033000602,WA,POINT (-122.33364 47.73709)
SILVERADO,1GC10UED9R,Thurston,Tumwater,53067010801,WA,POINT (-122.89165 47.03954)
LEAF,1N4AZ1CP2L,King,Renton,53033025304,WA,POINT (-122.18839 47.51197)
R1S,7PDSGABA6P,Clark,Brush Prairie,53011040709,WA,POINT (-122.54578 45.73473)
CORSAIR,5LMTJ5DZ8T,King,Issaquah,53033032103,WA,POINT (-122.03439 47.5301)
MODEL 3,5YJ3E1EB2S,King,Kirkland,53033022003,WA,POINT (-122.22901 47.72201)
POLESTAR 2,YSMFD3KA5R,Clark,Vancouver,53011040910,WA,POINT (-122.70303 45.70954)
MODEL Y,7SAYGDEE5T,Clark,Vancouver,53011040803,WA,POINT (-122.62731 45.71668)
LEAF,1N4AZ0CP2D,Clark,Vancouver,53011040904,WA,POINT (-122.70303 45.70954)
MODEL 3,5YJ3E1EA9J,King,Bellevue,53033023806,WA,POINT (-122.1872 47.61001)
LYRIQ,1GYKPSRLXR,King,Sammamish,53033032216,WA,POINT (-122.03539 47.61344)
I5,WBY33HG06T,King,Seattle,53033009300,WA,POINT (-122.32741 47.58616)
MODEL Y,7SAYGDEE3R,King,Sammamish,53033032317,WA,POINT (-122.02054 47.60326)
MODEL 3,5YJ3E1EA1K,King,Sammamish,53033032317,WA,POINT (-122.02054 47.60326)
MODEL Y,7SAYGAEE3P,King,Burien,53033027600,WA,POINT (-122.34731 47.45207)
IONIQ 6,KMHM54AC3S,Clark,Vancouver,53011040909,WA,POINT (-122.70303 45.70954)
MODEL 3,5YJ3E1EC6N,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
MODEL Y,7SAYGDEE8T,Cowlitz,Woodland,53015001503,WA,POINT (-122.74017 45.9094)
MODEL 3,5YJ3E1EB1M,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
MODEL Y,7SAYGDED7T,Jefferson,Port Ludlow,53031950302,WA,POINT (-122.68475 47.92989)
SORENTO,KNDRMDJH6S,King,Bellevue,53033024800,WA,POINT (-122.12096 47.55584)
RAV4 PRIME (PHEV),JTMEB3FV4N,Clark,Brush Prairie,53011040603,WA,POINT (-122.54578 45.73473)
I4,WBY73AW07P,Clark,Vancouver,53011040713,WA,POINT (-122.55149 45.69345)
MODEL Y,7SAYGAEE9R,King,Redmond,53033032321,WA,POINT (-122.13158 47.67858)
SOLTERRA,JTMBDAFC6T,King,Seattle,53033002200,WA,POINT (-122.30253 47.72656)
MODEL 3,5YJ3E1EA1K,Clark,Camas,53011041325,WA,POINT (-122.40177 45.58705)
SOLTERRA,JTMABABA5S,King,Shoreline,53033020500,WA,POINT (-122.30304 47.75494)
MODEL Y,7SAYGDEE3T,King,Kent,53033029305,WA,POINT (-122.17743 47.41185)
LEAF,1N4AZ0CP0G,King,Seattle,53033000700,WA,POINT (-122.30253 47.72656)
R1T,7FCTGAAA1N,Clark,Vancouver,53011040907,WA,POINT (-122.70303 45.70954)
ID.4,WVGUNPE28M,Clark,Vancouver,53011040907,WA,POINT (-122.70303 45.70954)
RAV4 PRIME (PHEV),JTMFB3FV1S,Thurston,Olympia,53067011901,WA,POINT (-123.04078 46.94792)
MODEL Y,7SAYGDEE6P,King,Renton,53033025602,WA,POINT (-122.11589 47.50243)
X5,5UX43EU02T,King,Seattle,53033009300,WA,POINT (-122.32741 47.58616)
GLC-CLASS,W1N0G5DB3L,King,Seattle,53033002000,WA,POINT (-122.31676 47.68156)
ID.4,1V2DNPE84P,King,Woodinville,53033032319,WA,POINT (-122.15545 47.75448)
ID.4,WVGKMPE21M,King,Kent,53033029506,WA,POINT (-122.19976 47.37483)
LEAF,1N4AZ0CP3D,King,Kirkland,53033022604,WA,POINT (-122.2066 47.67887)
MODEL 3,5YJ3E1EB2K,King,Seattle,53033002200,WA,POINT (-122.30253 47.72656)
I4,WBY73AW00P,King,Seattle,53033000800,WA,POINT (-122.30253 47.72656)
R1S,7PDSGABL4N,King,Kirkland,53033022702,WA,POINT (-122.2066 47.67887)
VOLT,1G1RA6S57H,King,Shoreline,53033020500,WA,POINT (-122.30304 47.75494)
MODEL 3,5YJ3E1EA9P,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
LEAF,JN1AZ0CPXB,King,Bellevue,53033023100,WA,POINT (-122.11867 47.63131)
CX-90,JM3KKCHA3S,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
ID.4,1V2WSPE86S,King,Seattle,53033009600,WA,POINT (-122.41067 47.57894)
BOLT EV,1G1FX6S02H,King,Kirkland,53033022702,WA,POINT (-122.2066 47.67887)
EQS-CLASS SEDAN,W1KCG2EB8S,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
MODEL Y,5YJYGDEE8L,King,Seattle,53033007002,WA,POINT (-122.34845 47.63283)
SOLTERRA,JTMABABA2R,King,Kirkland,53033022203,WA,POINT (-122.22901 47.72201)
LEAF,1N4BZ1CP8K,Clark,Vancouver,53011041208,WA,POINT (-122.59219 45.62158)
MODEL Y,5YJYGDEF3L,Snohomish,Monroe,53061052203,WA,POINT (-121.98087 47.8526)
MODEL X,5YJXCBE49J,King,Covington,53033031704,WA,POINT (-122.10798 47.37124)
E-GOLF,WVWKR7AU9K,King,Bothell,53033021804,WA,POINT (-122.20563 47.76144)
LEAF,1N4AZ1CP6L,King,Mercer Island,53033024302,WA,POINT (-122.21238 47.57816)
R1S,7PDSGBBA6R,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
FOCUS,1FAHP3R41C,King,Kirkland,53033022006,WA,POINT (-122.2066 47.67887)
X5,5UX43EU01T,Clark,Vancouver,53011040907,WA,POINT (-122.70303 45.70954)
EX30,YV4EK3ZK6S,King,Seattle,53033005100,WA,POINT (-122.35436 47.67596)
Q5 E,WA1F2AFYXL,Clark,Vancouver,53011040709,WA,POINT (-122.57722 45.64251)
MODEL Y,7SAYGDEE5P,Clark,Battle Ground,53011040416,WA,POINT (-122.5331 45.78092)
MODEL Y,7SAYGDEEXN,King,Kirkland,53033022402,WA,POINT (-122.2066 47.67887)
MODEL Y,7SAYGDEEXT,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
MUSTANG MACH-E,3FMTK1S52S,King,Seattle,53033011901,WA,POINT (-122.25031 47.49481)
E-GOLF,WVWPR7AU5K,Clark,Vancouver,53011040703,WA,POINT (-122.57722 45.64251)
MODEL Y,7SAYGAEE4P,King,Redmond,53033032330,WA,POINT (-122.13158 47.67858)
SPORTAGE,KNDPYDAHXP,King,Seattle,53033008101,WA,POINT (-122.34223 47.61085)
MODEL 3,5YJ3E1EBXN,King,Seattle,53033000500,WA,POINT (-122.37238 47.74068)
500,3C3CFFGEXG,Clark,Camas,53011041400,WA,POINT (-122.40177 45.58705)
I5,WBY33FK06R,Clark,Vancouver,53011040713,WA,POINT (-122.55149 45.69345)
IONIQ 5,KM8KNDAF3P,Kitsap,Olalla,53035092802,WA,POINT (-122.54729 47.42602)
MODEL 3,5YJ3E1EA8K,Snohomish,Lake Stevens,53061052706,WA,POINT (-122.06402 48.01497)
KONA,KM8HC3A65S,Cowlitz,Longview,53015000801,WA,POINT (-122.95058 46.14681)
SOUL,KNDJP3AE8H,King,Kirkland,53033021904,WA,POINT (-122.22901 47.72201)
MODEL Y,7SAYGAEE1P,King,Kirkland,53033022501,WA,POINT (-122.2066 47.67887)
MODEL Y,7SAYGDEE1N,King,Sammamish,53033032318,WA,POINT (-122.02054 47.60326)
CX-90,JM3KKCHA4T,King,Kent,53033029506,WA,POINT (-122.19976 47.37483)
I3,WBY1Z4C57E,King,Bellevue,53033024905,WA,POINT (-122.12096 47.55584)
MODEL S,5YJSA1E59N,King,Burien,53033027400,WA,POINT (-122.29411 47.48924)
NIRO,KNDCE3LG8K,Kitsap,Bainbridge Island,53035090700,WA,POINT (-122.521 47.62759)
330E,WBA8E1C5XJ,King,Auburn,53033031208,WA,POINT (-122.18263 47.31825)
MODEL 3,5YJ3E1EA0J,King,Issaquah,53033032104,WA,POINT (-122.03439 47.5301)
MODEL Y,5YJYGDEE4L,Clark,Camas,53011040605,WA,POINT (-122.40177 45.58705)
ARIYA MPV,JN8DF0CH6S,Snohomish,Lake Stevens,53061052607,WA,POINT (-122.06402 48.01497)
MODEL Y,5YJYGDEE3M,King,Kirkland,53033022401,WA,POINT (-122.2066 47.67887)
MUSTANG MACH-E,3FMTK3SUXS,King,Bothell,53033021804,WA,POINT (-122.20563 47.76144)
SPORTAGE,KNDPZDDHXS,Jefferson,Port Ludlow,53031950302,WA,POINT (-122.68475 47.92989)
MUSTANG MACH-E,3FMTK1SU4R,Snohomish,Marysville,53061052808,WA,POINT (-122.17138 48.10433)
SOLTERRA,JTMBEAGC8T,King,Kirkland,53033022401,WA,POINT (-122.2066 47.67887)
EV6,KNDC3DLC0R,King,Seattle,53033001400,WA,POINT (-122.33364 47.73709)
MODEL Y,7SAYGDED8T,King,Renton,53033029309,WA,POINT (-122.19488 47.44034)
MODEL Y,7SAYGDEE6P,King,Kirkland,53033022502,WA,POINT (-122.2066 47.67887)
IONIQ 5,KM8KRDAF8P,King,Redmond,53033032313,WA,POINT (-122.13158 47.67858)
PRIUS PRIME (PHEV),JTDKARFP9L,Kitsap,Bainbridge Island,53035091002,WA,POINT (-122.521 47.62759)
BOLT EV,1G1FX6S06J,Clark,Camas,53011041400,WA,POINT (-122.40177 45.58705)
ID.4,1V25MPE80R,Clark,Vancouver,53011041203,WA,POINT (-122.57722 45.64251)
PRIUS PRIME (PHEV),JTDACACU4T,Clark,Vancouver,53011040713,WA,POINT (-122.55149 45.69345)
CX-90,JM3KKCHA6S,King,Kent,53033031800,WA,POINT (-122.10798 47.37124)
IONIQ 6,KMHM24AC0S,King,Woodinville,53033021906,WA,POINT (-122.15545 47.75448)
MODEL 3,5YJ3E1EB6J,King,Sammamish,53033032216,WA,POINT (-122.03539 47.61344)
XC40,YV4ED3UR5N,King,Seattle,53033007700,WA,POINT (-122.31009 47.60803)
MODEL Y,7SAYGDEE4N,Snohomish,Bothell,53061052009,WA,POINT (-122.20105 47.84423)
MUSTANG MACH-E,3FMTK4SX9S,King,Seattle,53033008300,WA,POINT (-122.34223 47.61085)
MODEL 3,5YJ3E1EA9P,King,Seattle,53033007700,WA,POINT (-122.31009 47.60803)
MODEL 3,5YJ3E1EB1L,King,Seattle,53033006500,WA,POINT (-122.32427 47.63433)
MODEL 3,5YJ3E1EB7S,King,Renton,53033025302,WA,POINT (-122.20489 47.47532)
IONIQ 5,7YAKNDDC7S,King,Seattle,53033001202,WA,POINT (-122.30253 47.72656)
MODEL Y,5YJYGDEE0M,King,Bellevue,53033023403,WA,POINT (-122.11867 47.63131)
KONA,KM8HE3A68S,Snohomish,Mukilteo,53061041304,WA,POINT (-122.29196 47.89908)
MODEL X,7SAXCDE59R,King,Clyde Hill,53033024100,WA,POINT (-122.1872 47.61001)
LYRIQ,1GYKPPRKXR,Clark,Vancouver,53011040713,WA,POINT (-122.55149 45.69345)
XC40,YV4ED3UK9P,King,Bothell,53033022001,WA,POINT (-122.20563 47.76144)
MODEL 3,5YJ3E1EB1L,Yakima,Yakima,53077001601,WA,POINT (-120.50729 46.60464)
EV6,KNDC4DLC3N,King,Kirkland,53033022501,WA,POINT (-122.2066 47.67887)
MODEL Y,5YJYGAEE6M,King,Bellevue,53033022805,WA,POINT (-122.1621 47.64441)
ID.4,WVGGNPE24N,Clark,Battle Ground,53011040203,WA,POINT (-122.5331 45.78092)
MODEL 3,5YJ3E1EB9K,King,Kirkland,53033022702,WA,POINT (-122.2066 47.67887)
MODEL Y,7SAYGDEE7P,Snohomish,Bothell,53061051927,WA,POINT (-122.20105 47.84423)
I4,WBY33AW06P,King,Seattle,53033006300,WA,POINT (-122.30207 47.64085)
BLAZER,3GNKDBRJ1R,Clark,Vancouver,53011041333,WA,POINT (-122.55149 45.69345)
NIRO,KNDCD3LD9L,Kitsap,Bainbridge Island,53035090800,WA,POINT (-122.521 47.62759)
LYRIQ,1GYKPRRL8R,King,Issaquah,53033025006,WA,POINT (-122.03439 47.5301)
MODEL S,5YJSA1E6XM,King,Kirkland,53033022501,WA,POINT (-122.2066 47.67887)
MODEL Y,5YJYGDEF9M,Snohomish,Mukilteo,53061041301,WA,POINT (-122.29196 47.89908)
MODEL Y,7SAYGDEE2P,King,Seattle,53033001100,WA,POINT (-122.30253 47.72656)
IONIQ 6,KMHM54AC5P,Thurston,Olympia,53067010400,WA,POINT (-122.89165 47.03954)
MODEL S,5YJSA1CP1D,King,Maple Valley,53033032010,WA,POINT (-122.04526 47.39394)
ARIYA HATCHBACK,JN1DF0CD2P,Kitsap,Bremerton,53035080200,WA,POINT (-122.61136 47.5752)
MODEL Y,7SAYGDEE1T,King,Bellevue,53033023300,WA,POINT (-122.12056 47.61334)
I5,WBY43FK08S,King,Shoreline,53033020800,WA,POINT (-122.37238 47.74068)
SPORTAGE,KNDPZDDH7S,Kitsap,Bainbridge Island,53035090800,WA,POINT (-122.521 47.62759)
MUSTANG MACH-E,3FMTK1S5XP,Thurston,Tumwater,53067010801,WA,POINT (-122.89165 47.03954)
MODEL X,5YJXCBE28K,Clark,Vancouver,53011040809,WA,POINT (-122.64443 45.67871)
VOLT,1G1RC6S51G,Clark,Battle Ground,53011040407,WA,POINT (-122.5331 45.78092)
C-HR,JTMAAAAD7T,Cowlitz,Kelso,53015001100,WA,POINT (-122.89867 46.14424)
LEAF,1N4AZ0CP1D,Clark,Vancouver,53011040709,WA,POINT (-122.57722 45.64251)
MODEL Y,7SAYGDEE5T,King,Bellevue,53033023806,WA,POINT (-122.1872 47.61001)
RAV4 PRIME (PHEV),JTMEB3FV5R,King,Bellevue,53033023902,WA,POINT (-122.1872 47.61001)
MUSTANG MACH-E,3FMTK1R42S,King,Renton,53033031910,WA,POINT (-122.08747 47.4466)
BOLT EUV,1G1FY6S03N,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
MUSTANG MACH-E,3FMTK2SU0N,King,Shoreline,53033020500,WA,POINT (-122.30304 47.75494)
LEAF,1N4AZ0CP6D,King,Seattle,53033006300,WA,POINT (-122.30207 47.64085)
MODEL 3,5YJ3E1EB2N,Kitsap,Port Orchard,53035092802,WA,POINT (-122.68516 47.50645)
BOLT EUV,1G1FY6S02P,King,Seattle,53033001000,WA,POINT (-122.30253 47.72656)
LEAF,1N4AZ0CP4D,King,Kirkland,53033021903,WA,POINT (-122.22901 47.72201)
BZ,JTMBCAEB3T,Cowlitz,Toutle,53015001800,WA,POINT (-122.73237 46.32447)
EQS-CLASS SUV,4JGDM2EB0P,King,Bellevue,53033023901,WA,POINT (-122.1872 47.61001)
R1S,7PDSGABA4P,King,Bellevue,53033023401,WA,POINT (-122.12056 47.61334)
R1S,7PDSGCBA4T,King,Bellevue,53033023300,WA,POINT (-122.11867 47.63131)
OCEAN,VCF1ZBU21P,Clark,Vancouver,53011041334,WA,POINT (-122.48723 45.63701)
I3,WBY1Z8C35H,King,Seattle,53033011902,WA,POINT (-122.25031 47.49481)
Q5 E,WA1E2AFY9L,King,Seattle,53033006400,WA,POINT (-122.30207 47.64085)
XC60,YV4BR0DL5N,Thurston,Olympia,53067011000,WA,POINT (-123.04078 46.94792)
MODEL Y,7SAYGDEE9P,King,Renton,53033025602,WA,POINT (-122.11589 47.50243)
Q6,WA134BGF8S,Snohomish,Bothell,53061051937,WA,POINT (-122.18384 47.8031)
I4,WBY43AW05R,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
MODEL Y,5YJYGAEE9M,King,Bellevue,53033023805,WA,POINT (-122.1872 47.61001)
C40,YV4ED3GM3P,King,Mercer Island,53033024301,WA,POINT (-122.21238 47.57816)
EQUINOX,3GN7DLRR9R,Thurston,Olympia,53067011810,WA,POINT (-123.04078 46.94792)
LEAF,1N4AZ1CP8J,King,Kent,53033029702,WA,POINT (-122.19976 47.37483)
MODEL X,5YJXCDE23J,King,Federal Way,53033030311,WA,POINT (-122.36217 47.31011)
EV6,KNDC3DLC9P,King,Seattle,53033000102,WA,POINT (-122.30253 47.72656)
EV9,5XYADFS57T,King,Renton,53033025702,WA,POINT (-122.08747 47.4466)
VOLT,1G1RB6S56K,Cowlitz,Longview,53015000802,WA,POINT (-122.95058 46.14681)
LEAF,1N4BZ1CV2N,King,Bellevue,53033023701,WA,POINT (-122.1621 47.64441)
MODEL 3,5YJ3E1EA9P,King,Seattle,53033010401,WA,POINT (-122.28083 47.54693)
MODEL 3,5YJ3E1EB9K,King,Sammamish,53033032316,WA,POINT (-122.02054 47.60326)
MODEL X,7SAXCDE53N,King,Bellevue,53033024904,WA,POINT (-122.12096 47.55584)
BOLT EV,1G1FX6S02H,King,Seattle,53033012100,WA,POINT (-122.36322 47.49736)
MODEL Y,7SAYGDEE4S,King,Duvall,53033032402,WA,POINT (-121.98609 47.74068)
MODEL 3,5YJ3E1EA6K,King,Normandy Park,53033028600,WA,POINT (-122.34731 47.45207)
XC40,YV4ED3UR3N,King,Shoreline,53033020100,WA,POINT (-122.37238 47.74068)
PROLOGUE,3GPKHZRJXS,King,Seattle,53033000602,WA,POINT (-122.33364 47.73709)
MODEL 3,5YJ3E1EB9N,Jefferson,Brinnon,53031950702,WA,POINT (-122.89646 47.69838)
F-150,1FTVW3LK5S,King,Renton,53033025304,WA,POINT (-122.18839 47.51197)
WRANGLER,1C4JJXP69M,Clark,Vancouver,53011041008,WA,POINT (-122.64443 45.67871)
XC40,YV4ED3UR8N,King,Seattle,53033009500,WA,POINT (-122.30866 47.57874)
MODEL 3,5YJ3E1EB3N,King,Seattle,53033011902,WA,POINT (-122.25031 47.49481)
MODEL S,5YJSA1S13E,King,Bellevue,53033023403,WA,POINT (-122.11867 47.63131)
FUSION,3FA6P0PU4F,King,Kent,53033029507,WA,POINT (-122.19976 47.37483)
EQUINOX,3GN7DSRP2S,King,Shoreline,53033021100,WA,POINT (-122.30304 47.75494)
POLESTAR 2,LPSED3KA7N,King,Bellevue,53033023500,WA,POINT (-122.1621 47.64441)
MODEL S,5YJSA1E45F,Kitsap,Bainbridge Island,53035091002,WA,POINT (-122.521 47.62759)
MODEL Y,7SAYGDEE4R,King,Bellevue,53033024904,WA,POINT (-122.12096 47.55584)
EV6,KNDC3DLC3R,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
MODEL Y,7SAYGDEE7P,King,Newcastle,53033024703,WA,POINT (-122.18839 47.51197)
BZ4X,JTMABACA6R,Clark,Vancouver,53011041206,WA,POINT (-122.59219 45.62158)
LEAF,1N4AZ1CV7N,Snohomish,Everett,53061041814,WA,POINT (-122.18637 47.89251)
MODEL 3,5YJ3E1EA0S,King,Des Moines,53033030003,WA,POINT (-122.30615 47.38542)
500,3C3CFFGE4F,Yakima,Yakima,53077002801,WA,POINT (-120.60272 46.59656)
MODEL Y,7SAYGDEE1P,King,Bellevue,53033024002,WA,POINT (-122.1872 47.61001)
LEAF,1N4AZ1CP6K,King,Kirkland,53033022003,WA,POINT (-122.22901 47.72201)
ID.4,1V2JNPE84P,Snohomish,Bothell,53061051937,WA,POINT (-122.18384 47.8031)
MODEL 3,5YJ3E1EA6L,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
BOLT EV,1G1FW6S04L,Kitsap,Bainbridge Island,53035090800,WA,POINT (-122.521 47.62759)
I3,WBY1Z2C50F,Kitsap,Bainbridge Island,53035091002,WA,POINT (-122.521 47.62759)
MODEL Y,7SAYGDEE5P,King,Medina,53033024200,WA,POINT (-122.23892 47.61613)
LEAF,1N4BZ0CP9G,King,Seattle,53033002000,WA,POINT (-122.31676 47.68156)
MODEL 3,5YJ3E1ECXP,Clark,Vancouver,53011040812,WA,POINT (-122.62731 45.71668)
IONIQ 5,KM8KN4AE2N,King,Seattle,53033012100,WA,POINT (-122.36322 47.49736)
BZ4X,JTMABACA1P,Clark,Vancouver,53011040713,WA,POINT (-122.55149 45.69345)
MODEL Y,5YJYGAEE0M,King,Bellevue,53033023807,WA,POINT (-122.1872 47.61001)
SPORTAGE,KNDPZDDH5S,King,Shoreline,53033020200,WA,POINT (-122.37238 47.74068)
I4,WBY83FB04R,King,Bellevue,53033023901,WA,POINT (-122.1872 47.61001)
LEAF,1N4BZ1CV4N,King,Seattle,53033002000,WA,POINT (-122.31676 47.68156)
CYBERTRUCK,7G2CEHED3R,King,Kent,53033029407,WA,POINT (-122.17743 47.41185)
F-150,1FT6W1EV6P,Thurston,Olympia,53067010100,WA,POINT (-122.89165 47.03954)
VOLT,1G1RA6S52H,King,Renton,53033025402,WA,POINT (-122.18839 47.51197)
BLAZER,3GNKDBRJ9R,King,Burien,53033028500,WA,POINT (-122.32472 47.44519)
MODEL Y,5YJYGAEE0M,Snohomish,Lynnwood,53061041703,WA,POINT (-122.27981 47.85727)
MODEL Y,7SAYGDED8T,Clark,Camas,53011040608,WA,POINT (-122.40177 45.58705)
MODEL Y,7SAYGDEE6R,Clark,Camas,53011040610,WA,POINT (-122.40177 45.58705)
BLAZER,3GNKDGRJ3S,Snohomish,Monroe,53061052203,WA,POINT (-121.98087 47.8526)
NIRO,KNDCE3LG6K,King,Auburn,53033029902,WA,POINT (-122.28802 47.30264)
MODEL Y,5YJYGDEF1M,King,Newcastle,53033025005,WA,POINT (-122.11589 47.50243)
RAV4 PRIME (PHEV),JTMFB3FV1R,King,Bellevue,53033023808,WA,POINT (-122.1872 47.61001)
MODEL Y,5YJYGDED2M,King,Burien,53033026700,WA,POINT (-122.36322 47.49736)
SPORTAGE,KNDPZDDH7S,Kitsap,Poulsbo,53035090502,WA,POINT (-122.64681 47.73689)
MODEL 3,5YJ3E1EA4P,King,Bellevue,53033023100,WA,POINT (-122.11867 47.63131)
IONIQ 9,7YAMWFS54T,King,Kirkland,53033022702,WA,POINT (-122.2066 47.67887)
MODEL Y,7SAYGDET3T,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
BOLT EV,1G1FW6S07J,King,Shoreline,53033020302,WA,POINT (-122.33364 47.73709)
ZDX,4W5XHPRL4R,Clark,Vancouver,53011043100,WA,POINT (-122.59219 45.62158)
AVIATOR,5LMYJ8XY7P,King,Seattle,53033000202,WA,POINT (-122.30253 47.72656)
SPORTAGE,KNDPYDAH5P,King,Seattle,53033004800,WA,POINT (-122.35436 47.67596)
MODEL Y,7SAYGAEE8P,King,Kirkland,53033022203,WA,POINT (-122.22901 47.72201)
MODEL 3,5YJ3E1EA3M,King,Kent,53033029408,WA,POINT (-122.17743 47.41185)
MUSTANG MACH-E,3FMTK4SX8S,Thurston,Rainier,53067012530,WA,POINT (-122.68993 46.88897)
